playerID,year,PER,eFG%,TS%,stocks,dRebounds,dar,legacy_points,tmID,playoff,coachID,confID
arcaija01w,7,13.95787395917704,37.24795807387188,43.29426386728583,53.337925445705025,73,0.14272474513438368,19,,,,
askamma01w,2,13.464476440163708,28.80875202593193,33.92922653204258,26.760129659643436,135,0.3095512082853855,13,MIA,1.0,['rothsro99w'],EA
askamma01w,3,4.574837630170825,16.86134242441178,17.92871058089607,8.03322528363047,52,0.2552204176334107,20,LAS,1.0,['coopemi01w'],WE
askamma01w,3,4.574837630170825,16.86134242441178,17.92871058089607,8.03322528363047,52,0.2552204176334107,20,MIA,0.0,['rothsro99w'],EA
askamma01w,4,3.002617617548553,8.236334168262855,8.688717215412877,2.613452188006483,25,0.29767441860465116,25,,,,
askamma01w,4,1.0055277602953294,2.33387358184765,2.1624502527227216,0.1166936790923825,5,0.18055555555555555,15,,,,
atkinla01w,8,3.945523276339946,15.731012127647682,16.059244971580938,7.772285251215559,51,0.23741007194244604,21,SAC,1.0,['bouceje01w'],WE
atkinla01w,9,2.058196485650415,8.572709403772544,9.593900188306273,2.7471636952998377,31,0.2610619469026549,19,SAC,1.0,['bouceje01w'],WE
atkinla01w,10,0.47753408808340503,2.2183954619124795,2.331646881889993,0.41410048622366286,11,0.2876712328767123,18,SEA,1.0,['aglerbr99w'],WE
atkinla01w,11,0.685285345793099,0.9319286871961102,1.0494692423379617,0.4100486223662885,12,0.6304347826086957,20,,,,
atunrmo01w,10,2.4751525756607142,9.724473257698541,10.645837110591927,8.178282009724473,32,0.22126436781609196,24,,,,
augusse01w,8,23.747925664339686,43.77999686307314,48.92283369784118,35.523500810372774,113,0.148576512455516,10,MIN,0.0,['zierddo99w'],WE
augusse01w,9,28.236203530908533,46.945603553964155,51.66980904552664,54.91572123176662,99,0.18115279048490393,10,MIN,0.0,['zierddo99w'],WE
augusse01w,10,20.345790231786232,41.36920322057824,45.53998584421108,37.15397082658023,92,0.15738963531669867,16,MIN,0.0,['gilloje01w'],WE
augusse01w,11,4.507845444429974,8.973465003203799,9.54170543817649,2.1636952998379253,21,0.2247191011235955,14,MIN,0.0,['reevech99w'],WE
aycocan01w,2,0.0,0.0,0.0,0.0,3,0.5,15,,,,
aycocan01w,2,0.0,0.0,0.0,0.0,1,0.2857142857142857,6,,,,
azizle01w,5,0.3683834311679571,1.0187543412827043,1.1312310261705156,0.1426256077795786,7,0.29545454545454547,16,,,,
azzije01w,2,5.141801716296542,22.649918962722854,26.534236337716326,7.70097244732577,36,0.1037567084078712,18,UTA,1.0,"['harveca99w', 'willifr99w']",WE
azzije01w,3,9.024405195994719,49.886371643999716,59.563688193315734,31.24797406807131,88,0.1078838174273859,19,UTA,1.0,['harveca99w'],WE
azzije01w,4,10.235601556068456,52.525457164841285,58.544911460059296,38.24230145867099,54,0.09556907037358818,20,SAS,0.0,"['dailesh99w', 'harveca99w']",WE
azzije01w,5,9.098030065298246,45.592877937121216,49.94818484616446,33.14100486223663,81,0.11179577464788733,12,,,,
badertr01w,2,1.6300475422390583,7.126215559157213,7.5588384400900255,2.9319286871961103,9,0.14427860696517414,17,CLE,1.0,['hugheda99w'],EA
badertr01w,3,0.8401646377030382,4.850081037277148,4.850081037277148,0.4619124797406807,10,0.14912280701754385,22,CLE,0.0,['hugheda99w'],EA
badertr01w,4,0.17122572247684928,1.8513901009849145,2.6144708129985608,0.7487844408427877,6,0.10606060606060606,10,,,,
bakersh01w,8,7.930620063553928,20.120813343062107,22.65451119269326,23.883306320907614,33,0.16938110749185667,11,LAS,0.0,['coopemi01w'],WE
bakersh01w,8,7.930620063553928,20.120813343062107,22.65451119269326,23.883306320907614,33,0.16938110749185667,11,NYL,1.0,['coylepa99w'],EA
bakersh01w,9,5.660022838420836,13.809258508914104,17.67487572585276,15.150729335494328,52,0.21747967479674796,10,IND,1.0,['dunnli99wc'],EA
bakersh01w,9,0.14955344898266437,1.3168557536466774,1.3168557536466774,0.0,1,0.07692307692307693,16,IND,1.0,['dunnli99wc'],EA
bakersh01w,10,1.6068221751534526,2.8910596171536205,4.2031459182540365,0.8914100486223663,15,0.2909090909090909,17,DET,1.0,"['laimbbi01w', 'mahorri01w']",EA
bakersh01w,11,0.27420908211168993,0.5942733657482441,0.7222072153190466,0.008914100486223663,0,0.18181818181818182,18,,,,
balesal01w,9,3.1621298684624954,7.825885621671683,8.273742213157947,2.3282009724473256,33,0.3668639053254438,21,ATL,0.0,['meadoma99w'],EA
balesal01w,9,3.1621298684624954,7.825885621671683,8.273742213157947,2.3282009724473256,33,0.3668639053254438,21,IND,1.0,['dunnli99wc'],EA
balesal01w,10,5.2795774858842055,12.992794252923913,14.747415942780508,13.87034035656402,82,0.37532133676092544,4,,,,
balesal01w,10,1.7100945069959121,4.254457050243112,4.727174500270125,1.940032414910859,15,0.3253968253968254,17,,,,
banchrh01w,2,0.13605945979670836,0.48622366288492697,0.5828023356497413,0.0,1,0.14285714285714285,21,,,,
baranel01w,3,16.972121579390006,37.695594518933255,41.720154619591405,71.76661264181524,151,0.2855691056910569,20,,,,
baranel01w,5,13.540007320465278,33.10073217337563,35.14887773485937,54.41653160453809,136,0.3058823529411765,16,NYL,1.0,"['adubari99w', 'coylepa99w']",EA
baranel01w,6,18.756774952436775,46.507679246739215,49.452092961580014,80.68071312803889,213,0.32538167938931295,18,NYL,1.0,['coylepa99w'],EA
baranel01w,7,15.30436037370812,39.43236134384529,42.73984480209089,54.8322528363047,188,0.3126967471143757,18,,,,
barksla01w,3,0.07378345567804419,0.28363047001620745,0.28363047001620745,0.05672609400324149,5,0.22857142857142856,11,POR,0.0,['hargrli99w'],WE
barksla01w,4,3.491103805344897,8.803777460404064,10.270199211594644,3.4643435980551054,22,0.19298245614035087,16,SAS,0.0,"['dailesh99w', 'harveca99w']",WE
barksla01w,5,1.825127238170864,4.911474468128756,5.027801020818099,0.5445705024311183,25,0.22023809523809523,12,,,,
barnead01w,2,0.2751112991611873,0.8752025931928687,0.8631189281980954,0.0,0,0.1111111111111111,17,CLE,1.0,['hugheda99w'],EA
barnead01w,3,0.10855760719086616,0.24311183144246357,0.24311183144246357,0.0,1,0.3333333333333333,22,SEA,1.0,['dunnli99wc'],WE
barnead01w,4,5.353297760879468,13.497087038416048,14.526599818334015,16.380064829821716,57,0.29006085192697767,17,SEA,0.0,['donovan99w'],WE
barnead01w,5,4.330579133404248,14.51724936327854,15.143645613661821,5.776337115072934,39,0.20959595959595959,18,SEA,1.0,['donovan99w'],WE
barnead01w,6,3.5251191253421563,10.622930026072865,13.205820563228688,8.14424635332253,30,0.21890547263681592,20,,,,
barnequ01w,2,7.116857841808378,24.00586664231744,25.122954050868113,29.708265802269047,57,0.19290780141843972,6,SEA,0.0,['dunnli99wc'],WE
barnequ01w,3,2.81931880254003,7.391561135071285,8.901752819841144,2.7836304700162073,20,0.21397379912663755,10,PHO,0.0,"['coopecy01w', 'sharpli99w']",WE
barnequ01w,4,0.0,0.0,0.18039119912968185,0.031604538087520256,1,0.3076923076923077,11,,,,
batkosu01w,7,9.01803900500024,16.53207026956538,18.630409904353918,15.316855753646678,68,0.2928416485900217,20,,,,
batkosu01w,11,1.2381317991281697,6.233274282914327,6.017697203482303,1.3103727714748785,20,0.272108843537415,20,,,,
batteja01w,7,0.0,0.0,0.0,0.03727714748784441,5,0.13043478260869565,14,DET,1.0,['laimbbi01w'],EA
batteja01w,8,1.2135334651973653,4.2739660243712105,4.548763769806431,0.7212317666126418,12,0.16853932584269662,23,,,,
battlas01w,7,0.06186265482686237,0.3241491085899514,0.3241491085899514,0.0,2,0.25,20,NYL,0.0,['coylepa99w'],EA
battlas01w,8,4.94633735313105,16.082451119004105,17.34437643947795,12.53646677471637,49,0.210989010989011,11,NYL,1.0,['coylepa99w'],EA
battlas01w,9,9.489259308638102,26.021435024045488,28.678753223811537,22.69773095623987,94,0.21532364597093792,16,NYL,1.0,['coylepa99w'],EA
battlas01w,10,4.098885679105503,11.8082889557768,13.72771474878444,4.356564019448946,35,0.20535714285714285,19,NYL,0.0,"['coylepa99w', 'donovan99w']",EA
battlas01w,11,5.580848080748729,21.754128520741162,23.360353465875328,14.654781199351701,68,0.21532846715328466,13,,,,
bauerca01w,2,2.9131417311626278,12.990725733837564,15.086260211455023,3.547811993517018,36,0.16834170854271358,8,WAS,0.0,['maherto99w'],EA
bauerca01w,3,0.6579778678526602,2.4311183144246358,2.8968933185901036,0.24797406807131284,10,0.20588235294117646,10,SAC,0.0,['mchugma99w'],WE
bauerca01w,4,1.0635804474983517,5.631379908442094,6.382959746388999,1.3217179902755267,27,0.20600858369098712,14,,,,
beardal01w,6,17.836184222925755,37.05056299582019,41.57261788308429,85.55510534846029,115,0.24,17,WAS,0.0,['adubari99w'],EA
beardal01w,7,15.899363095912562,34.47361521594051,38.210806825829444,44.416531604538086,105,0.1812807881773399,16,WAS,1.0,['adubari99w'],EA
beardal01w,8,21.68715874213183,43.02353709572074,46.26080032133549,67.66288492706646,126,0.23440643863179075,18,WAS,0.0,"['adubari99w', 'rollitr01w']",EA
beardal01w,9,21.322156750410894,43.49965269738365,48.697242053658734,83.3646677471637,114,0.1941830624465355,16,WAS,0.0,"['kenlaje99w', 'rollitr01w']",EA
beardal01w,10,15.153343137601452,39.67236321112776,43.73339024893187,65.48460291734197,114,0.17582417582417584,10,WAS,1.0,['plankju99w'],EA
beardal01w,11,14.508124317342023,37.17723851601874,40.22480872174652,71.83954619124798,104,0.216243654822335,16,,,,
beckki01w,10,0.8114864757821122,5.024311183144246,5.503433641330682,0.4521880064829822,10,0.1935483870967742,22,,,,
bennije01w,7,0.34148177268939844,1.5802269043760129,1.942901931609852,0.08427876823338736,3,0.15384615384615385,21,,,,
berezva01w,10,0.0,0.0,0.0,0.0,0,0.0,24,,,,
berthlu01w,4,0.3588155558241997,0.5556841861542023,0.5920531663743404,0.0,1,0.25,10,CLE,1.0,['hugheda99w'],EA
berthlu01w,5,3.7243412168894063,8.457486597681088,9.470053899212244,2.2803889789303082,22,0.27860696517412936,17,HOU,0.0,['chancva99w'],WE
berthlu01w,6,1.69187252989694,3.8325865192106017,4.792256919098816,0.8687196110210696,15,0.26119402985074625,13,,,,
beviltu01w,2,5.523285142020265,27.933260013892106,34.34496070865203,30.31766612641815,76,0.17839195979899497,10,POR,0.0,['hargrli99w'],WE
beviltu01w,3,6.475573867631908,27.099137872328836,32.51523656153396,41.50729335494327,61,0.19416243654822335,11,POR,0.0,['hargrli99w'],WE
beviltu01w,4,3.1370011490539804,18.17692696017217,19.426533819439804,8.529173419773095,26,0.1377672209026128,16,SEA,0.0,['donovan99w'],WE
beviltu01w,5,2.060729073933799,8.408809228715796,9.831016291398425,3.0632090761750406,17,0.1626984126984127,18,SEA,1.0,['donovan99w'],WE
beviltu01w,6,3.57027163050833,14.263911399243652,15.749699507182868,11.60453808752026,20,0.18435754189944134,20,IND,1.0,['wintebr01w'],EA
beviltu01w,7,8.333578715608658,37.11957500450207,37.838099173612804,42.44732576985413,51,0.140893470790378,21,IND,1.0,['wintebr01w'],EA
beviltu01w,8,8.545527318341973,40.47811993517018,43.330552733981136,58.28849270664505,67,0.14914914914914915,21,IND,1.0,['wintebr01w'],EA
beviltu01w,9,7.467987748186722,40.15802269043761,41.15301104640399,42.3484602917342,60,0.14761376248612654,21,IND,1.0,['dunnli99wc'],EA
beviltu01w,10,7.2744998664043266,35.49432739059968,36.469629481886706,44.7228525121556,56,0.1495433789954338,17,IND,1.0,['dunnli99wc'],EA
beviltu01w,11,7.264609893103402,33.34460094737502,35.608949466236794,48.84116693679093,67,0.17305458768873402,22,SAS,0.0,['hugheda99w'],WE
bibbyje01w,2,-0.014181531956467097,1.242571582928147,2.2394576378658635,0.16774716369529985,2,0.11594202898550725,20,,,,
bibrzag01w,6,5.200150718145287,16.969527837109705,18.442166602744134,10.551053484602917,23,0.12043010752688173,9,,,,
bibrzag01w,8,11.448409983837296,30.82087374340107,32.85788652299081,23.12641815235008,56,0.1384820239680426,13,,,,
birdsu01w,4,14.58191835646539,43.48341437061048,49.35246196091721,52.68881685575364,66,0.12578055307760927,17,SEA,0.0,['donovan99w'],WE
birdsu01w,5,14.30727478717081,44.90345993939821,48.52960346496811,45.10858995137763,91,0.1426056338028169,18,SEA,1.0,['donovan99w'],WE
birdsu01w,6,16.78036268333007,51.67692475962255,55.60486277182276,51.55267423014587,84,0.1426056338028169,20,SEA,1.0,['donovan99w'],WE
birdsu01w,7,12.688455024814983,42.87533489895147,46.37982528566914,28.93030794165316,51,0.10490196078431373,20,SEA,1.0,['donovan99w'],WE
birdsu01w,8,12.759243929410612,42.7635901703973,46.25334559000193,56.96110210696921,78,0.15774647887323945,18,SEA,1.0,['donovan99w'],WE
birdsu01w,9,9.996922749357756,37.9112054588589,39.25236063640764,37.98136142625608,49,0.117519042437432,17,SEA,1.0,['aglerbr99w'],WE
birdsu01w,10,13.958380377120703,45.13163362839213,48.97645406358146,37.813614262560776,70,0.11341134113411341,22,SEA,1.0,['aglerbr99w'],WE
birdsu01w,11,10.788483654232943,42.83604675657433,44.83235967159717,44.61102106969206,66,0.11625794732061762,20,SEA,0.0,['aglerbr99w'],WE
bjorkte01w,6,-0.0021365991651681577,0.3511615343057806,0.3511615343057806,0.0,0,0.0,16,,,,
blackch01w,11,4.783578569974305,13.194982735536609,15.165631076699897,13.873581847649918,66,0.34345794392523366,16,,,,
blackde01w,2,6.996478644643699,27.244732576985413,29.975327112009985,39.20583468395462,69,0.18414634146341463,13,MIA,1.0,['rothsro99w'],EA
blackde01w,3,9.713199008705983,29.31165983411193,33.15161337851776,64.39546191247975,83,0.2219873150105708,20,MIA,0.0,['rothsro99w'],EA
blackde01w,4,8.828207411291036,29.14100486223663,31.934547214661674,46.62560777957861,82,0.20800889877641823,15,CON,1.0,['thibami99w'],EA
blackde01w,5,2.934603436949328,10.890575841357613,11.551415652311793,6.649918962722852,35,0.19571045576407506,18,CON,1.0,['thibami99w'],EA
blackde01w,6,2.9676146153174745,13.055684186154204,13.38812702873793,5.342787682333874,23,0.1585014409221902,18,,,,
blodgci01w,2,1.628405276275959,5.173419773095624,5.323459429635505,0.9700162074554295,8,0.13533834586466165,21,SAC,1.0,"['allenso99w', 'mchugma99w']",WE
blodgci01w,3,1.1790216536970617,3.420331973397418,3.420331973397418,0.40842787682333875,8,0.2222222222222222,20,,,,
blueni01w,8,1.3000040881815538,3.938561738399664,5.854955254579732,2.640194489465154,13,0.20994475138121546,18,WAS,0.0,"['adubari99w', 'rollitr01w']",EA
blueni01w,9,3.4564205715055354,11.975508734017648,14.65165446977834,9.189627228525122,50,0.21428571428571427,16,WAS,0.0,"['kenlaje99w', 'rollitr01w']",EA
blueni01w,10,2.4152769684114714,17.065497187529793,19.062764446866797,9.138573743922205,26,0.1154562383612663,10,WAS,1.0,['plankju99w'],EA
blueni01w,11,0.41575730381005255,2.611763911399244,3.1159403748259416,0.5162074554294975,8,0.18681318681318682,16,,,,
blueoc01w,5,0.028191994785518388,0.7495948136142625,1.0411039077975868,0.0,1,0.05405405405405406,20,HOU,0.0,['chancva99w'],WE
blueoc01w,6,1.7672207048003425,4.785058269661187,5.790802914353176,0.12560777957860617,9,0.14193548387096774,13,,,,
bobbish01w,10,2.1564278067705365,15.8501257034929,17.34581928758344,11.630470016207456,48,0.16304347826086957,20,LAS,1.0,['coopemi01w'],WE
bobbish01w,11,1.6285038326460293,10.09629135284584,11.193988520433685,4.576985413290114,22,0.1388101983002833,18,IND,0.0,['dunnli99wc'],EA
boddiwh01w,11,0.07328972494100995,0.7293354943273906,0.7293354943273906,0.007293354943273906,0,0.1111111111111111,12,,,,
boltoru01w,2,13.99988858410569,30.200479176943134,33.00243912278668,24.619124797406805,64,0.16244239631336405,21,SAC,1.0,"['allenso99w', 'mchugma99w']",WE
boltoru01w,3,8.460664653161462,20.306591031874664,21.915481322345986,13.677471636953,59,0.20962199312714777,20,SAC,0.0,['mchugma99w'],WE
boltoru01w,4,13.51012015239818,27.688719405863406,29.787128682600876,28.070502431118314,63,0.19131614654002713,14,SAC,1.0,"['mchugma99w', 'whisejo99w']",WE
boltoru01w,5,5.842703688057679,15.561241028015743,16.870957915904135,14.77714748784441,42,0.1765834932821497,19,SAC,1.0,['whisejo99w'],WE
boltoru01w,6,6.5326499349329135,18.01606011492559,18.727017975940772,8.741491085899513,32,0.1535181236673774,18,,,,
bondla01w,8,4.472498169895649,21.414356933303242,25.0236591008224,21.39546191247974,42,0.1498371335504886,11,,,,
bondla01w,10,1.473357953067129,8.92535566360526,10.041975038113574,5.004051863857374,24,0.15384615384615385,17,,,,
bonfisu01w,4,4.202734203200386,11.980769580973542,13.018638573743923,2.9756888168557536,21,0.16013071895424835,11,,,,
bonnede01w,11,15.420825137649555,27.01398038781293,32.3253798552054,28.162074554294975,126,0.3370165745856354,23,PHO,0.0,['gaineco01w'],WE
bowenli01w,9,0.1047088529403038,1.3492706645056727,1.3492706645056727,0.0,2,0.05405405405405406,16,,,,
boydca01w,3,2.7567353503266077,7.92834853286243,9.220930282283414,2.4230145867098867,16,0.16956521739130434,10,,,,
braxtka01w,7,9.234657725591502,17.03133441383036,17.702908566366926,11.430307941653162,58,0.2879120879120879,16,DET,1.0,['laimbbi01w'],EA
braxtka01w,8,5.108313751762406,11.799707585769175,12.940189630783658,6.400324149108591,75,0.3871866295264624,23,DET,1.0,['laimbbi01w'],EA
braxtka01w,9,8.584204860426356,19.733439084106347,21.40834680918378,13.249594813614262,112,0.3596330275229358,24,DET,1.0,['laimbbi01w'],EA
braxtka01w,10,10.981750016234912,19.82900506325933,23.049643887305955,18.168557536466775,120,0.34915254237288135,22,DET,1.0,"['laimbbi01w', 'mahorri01w']",EA
braxtka01w,11,10.333293235245282,21.538982558842743,22.5433294549416,15.111831442463535,101,0.40476190476190477,18,NYL,0.0,['whisejo99w'],EA
braxtka01w,11,10.333293235245282,21.538982558842743,22.5433294549416,15.111831442463535,101,0.40476190476190477,18,PHO,0.0,['gaineco01w'],WE
brazian01w,2,1.975430242634369,6.378791386895115,7.313275194455558,0.8225283630470016,18,0.1921182266009852,8,IND,0.0,['fortnne99w'],EA
brazian01w,3,5.802879284119448,12.014657177084068,13.45660031221724,6.079416531604538,56,0.2903225806451613,10,,,,
bristre01w,3,0.0,0.0,0.0,0.0,0,0.4,18,,,,
brogami01w,2,10.289781468426341,31.734670941333743,36.087207358048886,21.150729335494326,71,0.20275862068965517,20,,,,
brondsa01w,3,12.549932048033995,31.036806000527687,33.72409099007315,22.042139384116695,40,0.09647058823529411,20,MIA,0.0,['rothsro99w'],EA
brondsa01w,4,7.961613224260878,24.174699309050585,27.517377433175238,18.549432739059966,34,0.09305373525557012,15,SEA,0.0,['donovan99w'],WE
brondsa01w,5,10.175963315639715,35.72321459360668,37.41573647216916,26.073743922204212,37,0.09128205128205129,18,,,,
brownco01w,5,6.4696437522358385,20.37692216468356,22.036946316390008,10.575364667747165,30,0.12643678160919541,16,IND,0.0,['wintebr01w'],EA
brownco01w,6,2.8496866998952974,14.035956540008403,14.578820304628028,2.580226904376013,24,0.10552763819095477,15,IND,1.0,['wintebr01w'],EA
brownco01w,7,0.17201063581123696,1.1183144246353323,1.1183144246353323,0.018638573743922204,2,0.13043478260869565,21,CHI,0.0,['cowenda01w'],EA
brownco01w,8,1.116816691170378,7.614757025519875,7.839306656877903,2.0421393841166937,18,0.12698412698412698,5,,,,
browned01w,2,6.071531362495595,18.06431851508837,23.204896693423855,14.547001620745544,52,0.1890145395799677,14,DET,0.0,['willigr99w'],EA
browned01w,3,8.166329391199067,26.546694237970158,29.73039424760777,25.931928687196113,70,0.17625,10,DET,0.0,"['laimbbi01w', 'willigr99w']",EA
browned01w,4,3.642375479345164,15.622254939562273,17.632645756502082,14.236628849270664,53,0.20765027322404372,9,PHO,0.0,['shumajo01w'],WE
browned01w,5,3.89883395662474,11.453979356819925,14.620380837370064,15.711507293354943,42,0.20610687022900764,8,,,,
browned01w,8,0.10897461809176108,0.45380875202593196,0.7717835918808366,0.022690437601296597,3,0.17857142857142858,18,,,,
brownki01w,4,1.0181838373805483,3.1257235471173885,3.3735782777258154,0.4376012965964344,8,0.1574074074074074,17,WAS,0.0,['stanlma99w'],EA
brownki01w,5,2.0384804208420255,8.780163875382677,8.919405708950176,3.0518638573743924,26,0.17100371747211895,9,WAS,1.0,['adamsmi01w'],EA
brownki01w,6,3.7297067050618478,14.178300427287464,15.862126123471343,4.509724473257699,41,0.1752021563342318,17,HOU,1.0,['chancva99w'],WE
brownki01w,6,3.7297067050618478,14.178300427287464,15.862126123471343,4.509724473257699,41,0.1752021563342318,17,WAS,0.0,['adubari99w'],EA
brownki01w,7,0.02824794824533608,0.0,0.0,0.014586709886547812,1,0.1111111111111111,19,NYL,0.0,['coylepa99w'],EA
brownki01w,7,0.021970626413039172,0.5672609400324149,0.5672609400324149,0.022690437601296597,0,0.14285714285714285,16,NYL,0.0,['coylepa99w'],EA
brownki01w,8,0.5742457207361729,1.5275526742301457,1.9983682289771663,0.0940032414910859,6,0.1724137931034483,11,LAS,0.0,['coopemi01w'],WE
brownki01w,8,0.5742457207361729,1.5275526742301457,1.9983682289771663,0.0940032414910859,6,0.1724137931034483,11,MIN,0.0,['zierddo99w'],WE
brownki01w,9,4.384561573979936,12.848091940474436,14.885908409806765,3.974878444084279,31,0.1651376146788991,10,LAS,1.0,['coopemi01w'],WE
brownki01w,9,0.3888449102306365,0.652800288132541,1.0323838422543379,0.04700162074554295,3,0.2413793103448276,10,LAS,1.0,['coopemi01w'],WE
brownki01w,10,4.619379009764998,18.6802024821829,21.07996268740877,8.160453808752026,51,0.1471698113207547,20,CON,0.0,['thibami99w'],EA
brownki01w,11,3.737923364381045,14.499743052535873,15.602180017580471,5.095623987034036,46,0.1806615776081425,16,,,,
brownru01w,2,11.828335552274433,27.512155591572125,31.450277266707698,28.062398703403566,70,0.25773195876288657,17,CLE,1.0,['hugheda99w'],EA
brownru01w,3,12.663711996843599,32.057515687985706,34.427744089867545,33.25769854132901,83,0.24473684210526317,22,CLE,0.0,['hugheda99w'],EA
brownru01w,4,4.6720749965814585,15.170178282009726,17.448446923113387,10.998379254457051,46,0.2222222222222222,10,CHA,1.0,['laceytr99w'],EA
